original, proofTree 
9,9 
1,1 
15,15 
16,16 
17,17 
18,18 
18,18 
18,18 
18,18 
19,18 
20,18 
19,19 
17,17 
18,18 
19,19 
16,16 
7,7 
7,7 
1,1 
9,9 
10,10 
11,11 
10,10 
9,9 
11,10 
12,10 
12,10 
10,8 
11,8 
12,10 
13,11 
8,7 
8,8 
8,8 
7,7 
7,7 
6,6 
7,6 
8,7 
8,7 
8,8 
8,8 
16,14 
16,14 
17,15 
17,15 
18,14 
19,17 
20,17 
17,16 
17,17 
17,17 
18,18 
16,16 
16,16 
3,3 
1,1 
2,1 
1,1 
2,1 
1,1 
2,1 
3,3 
1,1 
2,1 
4,4 
1,1 
2,1 
2,2 
8,7 
8,7 
8,7 
9,7 
9,7 
9,9 
8,7 
8,7 
8,7 
8,8 
7,7 
1,1 
2,1 
2,2 
2,2 
14,11 
14,11 
14,11 
14,11 
14,11 
15,11 
15,11 
14,13 
14,13 
15,13 
13,13 
3,3 
4,3 
2,1 
4,4 
1,1 
2,1 
4,4 
1,1 
2,1 
1,1 
2,1 
1,1 
2,1 
7,7 
8,8 
9,9 
10,10 
9,9 
8,8 
8,8 
8,8 
7,7 
3,3 
3,3 
2,2 
13,12 
14,12 
15,12 
15,12 
16,13 
16,13 
17,14 
18,15 
19,16 
19,17 
16,14 
15,13 
12,10 
10,9 
10,10 
10,10 
7,7 
4,4 
4,4 
5,5 
3,3 
2,2 
10,10 
11,11 
12,12 
13,13 
14,13 
13,12 
10,10 
10,10 
6,6 
5,5 
5,5 
5,5 
3,3 
2,2 
16,15 
17,16 
18,17 
19,18 
19,18 
19,18 
20,19 
20,19 
21,19 
21,21 
20,20 
18,18 
19,19 
20,20 
17,17 
9,9 
9,9 
9,9 
4,4 
3,3 
2,2 
2,2 
16,14 
17,14 
18,14 
18,14 
18,15 
17,14 
18,15 
19,15 
20,17 
20,17 
17,14 
18,14 
18,16 
17,15 
14,12 
15,10 
15,12 
15,15 
8,8 
8,8 
8,8 
23,22 
24,23 
24,23 
25,23 
26,24 
27,25 
28,26 
25,24 
26,24 
27,26 
28,27 
29,28 
29,28 
29,28 
30,28 
30,30 
29,29 
26,26 
20,20 
18,18 
18,18 
18,18 
10,10 
9,9 
9,9 
3,3 
1,1 
2,1 
7,7 
8,7 
2,1 
7,7 
5,5 
3,3 
2,2 
4,4 
1,1 
2,1 
17,17 
18,17 
18,17 
19,18 
20,19 
20,19 
21,20 
22,20 
23,21 
23,22 
22,21 
21,20 
17,17 
13,13 
12,12 
12,12 
8,8 
6,6 
4,4 
2,2 
3,3 
15,14 
16,14 
17,14 
17,14 
18,15 
19,16 
19,16 
20,17 
21,18 
21,19 
18,16 
17,15 
14,12 
12,11 
12,12 
12,12 
8,8 
5,5 
5,5 
5,5 
4,4 
2,2 
4,4 
1,1 
2,1 
4,4 
16,15 
17,16 
18,17 
19,18 
19,18 
19,18 
20,19 
20,19 
21,19 
21,19 
20,20 
18,18 
19,19 
20,20 
17,17 
10,10 
8,8 
8,8 
4,4 
3,3 
2,2 
2,2 
4,4 
5,4 
2,1 
1,1 
2,1 
1,1 
2,1 
15,14 
16,14 
17,14 
17,14 
17,15 
16,14 
17,14 
18,16 
19,17 
19,17 
16,14 
17,14 
17,16 
16,15 
13,12 
14,10 
15,12 
15,15 
7,7 
9,9 
9,9 
1,1 
2,1 
0,0 
2,2 
8,8 
1,1 
2,1 
8,8 
4,4 
1,1 
2,1 
1,1 
2,1 
4,4 
5,4 
2,1 
4,4 
16,14 
17,15 
17,15 
17,15 
17,15 
17,15 
14,12 
15,12 
15,14 
14,14 
14,14 
14,14 
14,14 
1,1 
2,1 
13,11 
13,11 
13,11 
13,11 
14,11 
14,11 
13,13 
13,13 
13,13 
13,13 
16,13 
17,13 
18,14 
19,15 
19,15 
19,15 
19,15 
20,15 
20,15 
19,17 
19,17 
19,17 
19,17 
17,17 
16,16 
13,12 
14,12 
15,13 
15,13 
16,14 
17,15 
18,16 
15,13 
14,12 
11,9 
9,8 
9,9 
9,9 
7,7 
3,3 
3,3 
5,5 
3,3 
2,2 
17,15 
18,16 
19,17 
20,18 
21,19 
21,19 
21,19 
22,20 
22,20 
23,20 
23,22 
22,21 
21,20 
21,21 
21,21 
18,18 
18,18 
10,10 
9,9 
9,9 
4,4 
3,3 
2,2 
22,18 
23,19 
23,18 
24,19 
23,19 
24,19 
24,19 
25,20 
26,21 
27,22 
26,21 
26,24 
20,20 
20,20 
17,17 
16,16 
13,13 
13,13 
2,2 
1,1 
2,1 
2,2 
4,4 
5,4 
2,1 
1,1 
2,1 
9,9 
5,5 
2,2 
5,5 
6,6 
1,1 
2,1 
0,0 
6,6 
2,2 
1,1 
2,1 
2,2 
1,1 
2,1 
1,1 
2,1 
3,3 
4,3 
2,1 
3,3 
1,1 
2,1 
19,17 
20,17 
21,17 
22,17 
23,18 
23,17 
24,17 
25,17 
25,17 
24,17 
25,19 
25,20 
25,21 
24,20 
25,21 
26,21 
22,20 
19,17 
17,15 
15,13 
13,12 
13,13 
13,13 
3,3 
1,1 
2,1 
4,4 
2,2 
3,3 
4,4 
1,1 
2,1 
4,4 
5,5 
1,1 
2,1 
5,5 
1,1 
2,1 
3,3 
1,1 
2,1 
7,7 
8,8 
9,8 
9,7 
10,7 
10,8 
8,8 
7,7 
4,4 
1,1 
2,1 
4,4 
4,4 
2,2 
3,3 
2,2 
1,1 
2,1 
2,2 
4,4 
3,3 
2,2 
1,1 
2,1 
2,2 
16,13 
16,13 
17,13 
17,13 
17,13 
18,13 
18,13 
17,15 
17,15 
17,15 
18,16 
18,18 
17,17 
3,3 
1,1 
2,1 
3,3 
21,20 
22,21 
23,21 
24,23 
24,23 
24,23 
25,24 
22,21 
19,18 
16,16 
16,16 
12,12 
11,11 
1,1 
2,1 
5,5 
2,2 
4,4 
1,1 
2,1 
4,4 
1,1 
2,1 
1,1 
2,1 
6,6 
5,5 
2,2 
1,1 
2,1 
2,2 
8,8 
8,8 
9,8 
10,8 
9,9 
2,2 
1,1 
2,1 
2,2 
13,11 
13,11 
13,11 
13,11 
14,11 
14,11 
13,13 
13,13 
13,13 
13,13 
1,1 
2,1 
4,4 
5,4 
2,1 
16,14 
16,14 
16,14 
16,14 
17,14 
17,16 
16,16 
16,16 
16,16 
16,16 
17,17 
1,1 
2,1 
4,4 
4,4 
4,4 
1,1 
3,3 
3,3 
1,1 
18,16 
19,17 
19,17 
19,17 
19,17 
20,18 
20,18 
17,15 
18,15 
18,17 
17,17 
17,17 
17,17 
18,18 
18,18 
18,18 
1,1 
2,1 
18,17 
19,17 
19,17 
19,18 
18,17 
19,18 
19,18 
20,18 
20,20 
18,18 
18,18 
16,16 
16,16 
3,3 
1,1 
2,1 
4,4 
5,4 
2,1 
4,4 
1,1 
2,1 
17,15 
18,16 
18,16 
19,17 
19,17 
19,17 
19,17 
19,17 
20,17 
18,17 
18,18 
18,18 
15,15 
15,15 
4,4 
5,4 
2,1 
1,1 
2,1 
1,1 
2,1 
1,1 
2,1 
19,17 
20,17 
21,18 
21,19 
21,19 
21,19 
21,19 
18,16 
17,15 
12,10 
10,9 
10,10 
10,10 
7,7 
5,5 
2,2 
2,2 
1,1 
2,1 
2,2 
3,3 
1,1 
2,1 
3,3 
1,1 
2,1 
4,4 
4,4 
4,4 
1,1 
3,3 
3,3 
1,1 
8,8 
9,9 
10,10 
9,9 
6,6 
5,5 
2,2 
2,2 
4,4 
3,3 
2,2 
2,2 
15,13 
16,13 
16,13 
16,14 
15,13 
15,13 
15,13 
16,13 
16,15 
15,15 
15,15 
13,13 
3,3 
4,3 
2,1 
3,3 
1,1 
2,1 
4,4 
1,1 
2,1 
2,2 
1,1 
2,1 
2,2 
17,15 
18,16 
19,17 
20,18 
21,19 
21,19 
21,19 
22,20 
22,20 
23,20 
23,20 
22,21 
21,19 
21,21 
21,21 
18,18 
18,18 
11,11 
8,8 
8,8 
4,4 
1,1 
2,1 
4,4 
4,4 
5,4 
2,1 
1,1 
2,1 
1,1 
2,1 
15,14 
16,14 
17,15 
18,16 
18,16 
19,17 
20,18 
17,15 
16,14 
13,11 
11,10 
11,11 
11,11 
8,8 
4,4 
4,4 
1,1 
2,1 
0,0 
2,2 
4,4 
1,1 
2,1 
4,4 
5,5 
2,2 
4,4 
1,1 
2,1 
4,4 
1,1 
2,1 
1,1 
2,1 
9,9 
10,10 
11,10 
12,12 
13,12 
12,12 
9,9 
10,10 
7,7 
4,4 
4,4 
15,14 
16,14 
17,15 
18,16 
18,16 
19,17 
20,18 
17,15 
16,14 
13,11 
11,10 
11,11 
11,11 
8,8 
4,4 
4,4 
5,5 
4,4 
1,1 
2,1 
17,15 
18,16 
19,17 
20,18 
21,19 
21,19 
21,19 
22,20 
22,20 
23,20 
23,20 
22,21 
21,20 
21,21 
21,21 
18,18 
18,18 
11,11 
8,8 
8,8 
4,4 
2,2 
4,4 
5,4 
2,1 
1,1 
2,1 
1,1 
2,1 
9,9 
10,9 
11,11 
12,12 
13,13 
12,12 
9,9 
10,10 
6,6 
5,5 
5,5 
1,1 
2,1 
1,1 
2,1 
9,8 
9,8 
9,8 
7,6 
7,7 
7,7 
1,1 
2,1 
3,3 
3,3 
1,1 
4,4 
4,4 
4,4 
1,1 
12,12 
12,12 
13,13 
13,13 
9,9 
8,8 
9,7 
9,7 
9,7 
7,6 
7,7 
7,7 
6,6 
6,6 
6,6 
1,1 
2,1 
9,8 
9,8 
9,8 
10,8 
10,10 
10,10 
1,1 
2,1 
18,17 
19,17 
20,18 
20,17 
21,17 
22,18 
23,19 
22,20 
22,20 
22,21 
21,20 
21,20 
19,18 
17,16 
15,14 
16,14 
14,13 
12,11 
12,12 
12,12 
7,7 
5,5 
2,2 
4,4 
5,4 
2,1 
0,0 
4,4 
2,2 
3,3 
3,3 
1,1 
2,1 
3,3 
3,3 
1,1 
2,1 
1,1 
2,1 
16,15 
17,15 
17,15 
17,16 
16,15 
16,15 
16,15 
17,16 
16,16 
16,16 
14,14 
14,14 
16,15 
17,15 
17,15 
17,16 
16,15 
17,15 
17,15 
17,15 
18,16 
17,16 
17,16 
15,14 
15,15 
14,14 
3,3 
4,3 
2,1 
3,3 
2,2 
1,1 
2,1 
2,2 
2,2 
1,1 
2,1 
2,2 
1,1 
2,1 
9,8 
10,9 
10,9 
11,9 
11,9 
10,10 
2,2 
1,1 
2,1 
2,2 
5,5 
5,5 
5,5 
1,1 
2,1 
15,15 
16,16 
17,17 
17,17 
18,18 
18,18 
18,18 
18,18 
18,18 
18,18 
16,16 
16,16 
13,13 
13,13 
4,4 
1,1 
2,1 
1,1 
2,1 
2,2 
8,8 
9,9 
10,10 
11,11 
12,12 
11,11 
9,9 
9,9 
9,9 
9,9 
8,8 
2,2 
1,1 
2,2 
4,4 
4,4 
2,2 
2,2 
13,12 
14,12 
15,12 
16,12 
16,12 
16,12 
17,13 
18,14 
19,16 
19,17 
16,14 
15,13 
12,10 
10,9 
10,10 
10,10 
7,7 
4,4 
4,4 
5,5 
3,3 
2,2 
2,2 
22,22 
23,23 
23,23 
24,23 
25,24 
26,25 
27,25 
28,24 
29,24 
30,26 
31,27 
30,24 
31,24 
31,26 
32,26 
32,27 
33,28 
33,28 
33,28 
34,28 
32,26 
33,26 
34,28 
33,27 
30,24 
28,26 
26,24 
26,26 
26,26 
23,23 
23,23 
14,14 
10,10 
10,10 
5,5 
3,3 
2,2 
3,3 
2,2 
1,1 
18,16 
19,16 
19,16 
19,17 
18,16 
18,16 
18,16 
19,17 
18,17 
18,17 
18,17 
19,17 
16,16 
16,16 
4,4 
1,1 
2,1 
1,1 
2,1 
1,1 
2,1 
1,1 
2,1 
4,4 
1,1 
2,1 
3,3 
4,3 
2,1 
1,1 
2,1 
21,19 
22,19 
23,20 
23,19 
24,19 
25,19 
25,19 
24,20 
24,21 
23,20 
23,21 
23,21 
23,22 
20,19 
19,18 
13,12 
11,10 
11,11 
11,11 
8,8 
5,5 
2,2 
2,2 
1,1 
2,1 
2,2 
4,4 
1,1 
2,1 
4,4 
2,2 
1,1 
2,1 
2,2 
16,15 
17,16 
18,17 
19,18 
20,19 
20,19 
20,19 
21,20 
21,20 
22,20 
22,20 
21,21 
20,20 
20,20 
17,17 
17,17 
10,10 
8,8 
8,8 
4,4 
3,3 
2,2 
2,2 
17,16 
18,17 
19,18 
20,19 
21,20 
22,21 
22,21 
22,21 
23,21 
23,21 
24,22 
23,21 
20,18 
20,20 
20,20 
17,17 
17,17 
10,10 
8,8 
8,8 
4,4 
1,1 
2,1 
1,1 
2,1 
4,4 
5,4 
2,1 
5,5 
3,3 
2,2 
2,2 
7,7 
8,8 
9,9 
10,10 
9,9 
8,8 
8,8 
8,8 
7,7 
2,2 
2,2 
1,1 
2,1 
1,1 
3,3 
3,3 
2,2 
2,2 
2,2 
1,1 
2,1 
1,1 
22,22 
23,23 
23,23 
24,23 
25,24 
26,25 
27,25 
28,24 
29,25 
30,25 
31,27 
30,24 
31,24 
31,26 
32,26 
32,27 
33,28 
33,28 
33,28 
34,28 
32,26 
33,26 
34,26 
33,27 
30,24 
28,26 
26,24 
26,26 
26,26 
23,23 
23,23 
15,15 
9,9 
9,9 
3,3 
1,1 
2,1 
3,3 
8,8 
9,8 
2,1 
8,8 
5,5 
4,4 
2,2 
2,2 
3,3 
1,1 
2,1 
1,1 
2,1 
3,3 
4,3 
2,1 
3,3 
16,15 
17,16 
18,17 
19,18 
20,19 
20,19 
20,19 
21,20 
21,20 
22,20 
22,22 
21,21 
20,20 
20,20 
17,17 
17,17 
9,9 
9,9 
9,9 
4,4 
5,4 
2,1 
3,3 
1,1 
2,1 
4,4 
3,3 
2,2 
2,2 
2,2 
1,1 
6,6 
6,6 
5,5 
2,2 
1,1 
2,1 
2,2 
14,13 
14,13 
14,13 
14,13 
15,13 
14,14 
14,14 
14,14 
14,14 
14,14 
1,1 
2,1 
16,14 
17,15 
17,15 
17,15 
17,15 
18,15 
17,16 
17,16 
17,16 
18,16 
17,17 
15,15 
2,2 
1,1 
2,1 
2,2 
2,2 
16,15 
17,15 
18,15 
18,15 
19,16 
20,17 
21,18 
21,18 
22,19 
23,19 
24,19 
20,18 
19,17 
15,14 
13,12 
13,13 
13,13 
13,13 
9,9 
5,5 
1,1 
5,5 
1,1 
2,1 
0,0 
2,2 
3,3 
1,1 
2,1 
6,6 
4,4 
2,2 
2,2 
15,14 
16,14 
17,14 
18,14 
18,14 
19,15 
19,15 
20,16 
21,18 
21,19 
18,16 
17,15 
14,12 
12,11 
12,12 
12,12 
8,8 
5,5 
5,5 
5,5 
4,4 
2,2 
3,3 
2,2 
1,1 
1,1 
7,7 
8,8 
9,9 
10,10 
9,9 
8,8 
8,8 
8,8 
7,7 
2,2 
1,1 
2,2 
3,3 
3,3 
2,2 
2,2 
2,2 
1,1 
9,9 
9,9 
9,9 
10,9 
9,9 
2,2 
1,1 
2,1 
2,2 
18,17 
19,17 
19,17 
20,18 
21,19 
22,20 
22,20 
23,20 
23,20 
21,21 
15,15 
14,14 
11,11 
4,4 
1,1 
2,1 
2,2 
1,1 
2,1 
2,2 
7,7 
5,5 
2,2 
4,4 
4,4 
1,1 
2,1 
2,2 
1,1 
2,1 
0,0 
3,3 
1,1 
2,1 
17,14 
17,14 
17,14 
18,14 
18,14 
18,14 
19,14 
19,14 
18,15 
19,16 
20,16 
18,16 
18,18 
17,17 
2,2 
1,1 
2,1 
2,2 
3,3 
1,1 
2,1 
3,3 
1,1 
2,1 
17,11 
18,16 
18,16 
18,16 
18,16 
18,16 
19,16 
19,16 
18,17 
18,17 
19,17 
17,17 
16,16 
2,2 
3,3 
1,1 
2,1 
3,3 
1,1 
2,1 
1,1 
2,1 
3,3 
1,1 
2,1 
4,4 
1,1 
2,1 
1,1 
2,1 
4,4 
5,4 
6,4 
6,5 
6,6 
6,6 
1,1 
2,1 
0,0 
2,2 
2,2 
1,1 
2,1 
2,2 
17,16 
18,17 
18,17 
19,18 
20,19 
21,20 
21,20 
21,20 
22,20 
21,21 
21,21 
20,20 
19,19 
15,15 
12,12 
12,12 
2,2 
3,2 
2,1 
2,2 
1,1 
2,1 
9,9 
10,10 
10,10 
11,11 
10,10 
6,6 
4,4 
3,3 
1,1 
3,3 
5,5 
3,3 
2,2 
2,2 
3,3 
2,2 
1,1 
1,1 
1,1 
14,12 
14,12 
14,12 
15,13 
16,14 
16,14 
17,14 
15,15 
13,13 
14,13 
15,14 
16,15 
16,16 
1,1 
2,1 
1,1 
2,1 
3,3 
1,1 
2,1 
4,4 
1,1 
2,1 
1,1 
2,1 
1,1 
2,1 
1,1 
2,1 
1,1 
2,1 
2,2 
2,2 
20,18 
21,18 
21,18 
22,19 
23,19 
24,21 
24,21 
24,21 
25,22 
26,22 
22,21 
19,18 
17,17 
18,17 
18,18 
14,14 
13,13 
5,5 
2,2 
5,5 
2,2 
4,4 
5,4 
2,1 
4,4 
2,2 
4,4 
1,1 
2,1 
4,4 
5,5 
5,5 
1,1 
2,1 
1,1 
2,1 
16,15 
17,16 
17,16 
17,16 
17,16 
18,17 
18,17 
15,14 
16,14 
15,15 
15,15 
15,15 
16,16 
16,16 
16,16 
1,1 
2,1 
1,1 
2,1 
1,1 
2,1 
4,4 
5,4 
2,1 
3,3 
4,3 
2,1 
4,4 
1,1 
2,1 
4,4 
15,14 
15,14 
15,14 
15,14 
16,14 
16,14 
15,15 
15,15 
15,15 
15,15 
15,15 
1,1 
2,1 
1,1 
2,1 
1,1 
2,1 
1,1 
2,1 
3,3 
4,3 
2,1 
4,4 
5,4 
2,1 
1,1 
2,1 
1,1 
2,1 
18,16 
18,16 
19,17 
20,18 
20,18 
20,18 
21,18 
19,18 
15,14 
13,12 
11,11 
10,10 
3,3 
1,1 
2,1 
3,3 
5,5 
2,2 
4,4 
1,1 
2,1 
14,9 
15,9 
16,9 
17,9 
18,9 
21,9 
22,17 
23,18 
23,18 
23,18 
23,18 
23,18 
24,18 
23,18 
23,18 
20,15 
21,15 
21,17 
20,16 
21,17 
22,17 
21,18 
21,21 
19,19 
3,3 
4,3 
2,1 
0,0 
4,4 
2,2 
3,3 
2,2 
3,2 
2,1 
2,2 
1,1 
2,1 
1,1 
2,1 
3,3 
4,3 
2,1 
4,4 
1,1 
2,1 
4,4 
1,1 
2,1 
4,4 
5,4 
2,1 
4,4 
1,1 
2,1 
2,2 
1,1 
2,1 
2,2 
4,4 
1,1 
2,1 
4,4 
1,1 
2,1 
2,2 
9,9 
10,10 
10,10 
10,10 
10,10 
10,10 
11,11 
8,8 
4,4 
5,4 
2,1 
4,4 
1,1 
2,1 
2,2 
1,1 
2,1 
2,2 
1,1 
1,1 
2,1 
1,1 
2,1 
7,7 
8,7 
8,7 
9,8 
7,7 
7,7 
1,1 
2,1 
0,0 
4,4 
2,2 
3,3 
1,1 
2,1 
9,8 
10,9 
10,9 
10,9 
8,8 
7,7 
2,2 
1,1 
2,1 
2,2 
4,4 
1,1 
2,1 
4,4 
1,1 
2,1 
1,1 
2,1 
0,0 
1,1 
2,1 
6,6 
7,7 
7,7 
7,7 
7,7 
1,1 
2,1 
3,3 
3,3 
1,1 
4,4 
4,4 
4,4 
1,1 
1,1 
8,8 
9,9 
9,9 
6,6 
9,8 
10,9 
10,9 
8,7 
8,8 
8,8 
1,1 
2,1 
0,0 
2,2 
3,3 
1,1 
2,1 
3,3 
7,6 
8,7 
8,7 
6,6 
6,6 
1,1 
2,1 
0,0 
4,4 
2,2 
3,3 
1,1 
2,1 
1,1 
2,1 
9,8 
10,9 
10,9 
8,7 
8,8 
8,8 
1,1 
2,1 
0,0 
2,2 
3,3 
1,1 
2,1 
3,3 
1,1 
2,1 
1,1 
2,1 
2,2 
2,2 
1,1 
12,12 
12,12 
13,13 
13,13 
9,9 
8,8 
2,2 
1,1 
2,1 
2,2 
5,5 
2,2 
1,1 
2,1 
7,7 
8,7 
9,7 
9,7 
10,8 
8,7 
8,8 
8,8 
1,1 
2,1 
0,0 
2,2 
4,4 
1,1 
2,1 
4,4 
12,12 
12,12 
13,13 
13,13 
9,9 
8,8 
2,2 
1,1 
2,1 
2,2 
5,5 
2,2 
1,1 
2,1 
1,1 
2,1 
10,6 
10,6 
11,7 
11,7 
10,7 
11,7 
6,6 
6,6 
6,6 
4,4 
2,2 
3,3 
3,3 
4,3 
2,1 
3,3 
0,0 
2,2 
1,1 
2,1 
2,2 
2,2 
1,1 
2,1 
2,2 
1,1 
2,1 
1,1 
2,1 
18,16 
19,17 
20,18 
21,18 
21,19 
21,19 
19,18 
19,18 
19,18 
19,18 
16,15 
17,15 
17,17 
16,16 
16,16 
13,13 
4,4 
1,1 
2,1 
4,4 
1,1 
2,1 
3,3 
4,3 
2,1 
3,3 
4,4 
1,1 
2,1 
4,4 
1,1 
2,1 
4,4 
5,4 
2,1 
4,4 
1,1 
2,1 
0,0 
2,2 
4,4 
1,1 
2,1 
4,4 
1,1 
2,1 
1,1 
2,1 
1,1 
1,1 
2,1 
6,6 
7,7 
8,8 
8,8 
8,8 
1,1 
2,1 
1,1 
1,1 
2,1 
1,1 
2,1 
6,6 
7,7 
8,8 
8,8 
8,8 
1,1 
2,1 
1,1 
1,1 
2,1 
1,1 
2,1 
6,6 
7,7 
7,7 
7,7 
7,7 
1,1 
2,1 
1,1 
1,1 
2,1 
1,1 
2,1 
9,8 
10,8 
11,8 
12,9 
13,9 
9,9 
8,8 
8,8 
8,8 
1,1 
2,1 
3,3 
1,1 
2,1 
3,3 
5,5 
1,1 
2,1 
5,5 
2,2 
1,1 
2,1 
0,0 
2,2 
1,1 
2,1 
1,1 
2,1 
1,1 
2,1 
8,8 
9,9 
9,9 
6,6 
4,4 
1,1 
2,1 
4,4 
1,1 
2,1 
1,1 
2,1 
9,8 
10,9 
11,10 
9,8 
9,9 
9,9 
9,9 
9,9 
1,1 
2,1 
1,1 
2,1 
4,4 
1,1 
2,1 
4,4 
3,3 
1,1 
2,1 
0,0 
3,3 
1,1 
2,1 
1,1 
2,1 
10,8 
11,9 
12,9 
12,9 
12,9 
13,9 
13,9 
11,11 
10,10 
2,2 
1,1 
2,1 
2,2 
5,5 
1,1 
2,1 
5,5 
4,4 
1,1 
2,1 
4,4 
1,1 
2,1 
0,0 
1,1 
2,1 
1,1 
2,1 
1,1 
2,1 
1,1 
2,1 
9,8 
10,9 
11,10 
11,10 
12,10 
12,10 
10,10 
3,3 
1,1 
2,1 
3,3 
4,4 
1,1 
2,1 
4,4 
1,1 
2,1 
0,0 
1,1 
2,1 
1,1 
2,1 
1,1 
2,1 
0,0 
